IdProducto	IdFechaOrden	IdFechaProducción	IdFechaEntrega	IdCliente	IdPromoción	IdMoneda	IdTerritorio	IdOrden	NumLineaOrden	NumRevisión	Cantidad	Precio	ImporteExtendido	DescuentoUnitario	Descuento	Coste	CosteTotal	Ventas	IVA	Portes	IdSeguimiento	PONumCliente	FechaOrden	FechaProducción	FechaEntrega	Categoría	Subcategoría	Producto	Nombres	Apellidos	Género	EstadoCivil	Ciudad	País
537	20130901	20130913	20130908	18156	1	98	10	SO65524	1	1	1	35,00	35,00	0	0	13,09	13,09	35,00	2,80	0,875	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GA	Trisha	Zhang	F	M	High Wycombe	United Kingdom
528	20130901	20130913	20130908	18156	1	98	10	SO65524	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Trisha	Zhang	F	M	High Wycombe	United Kingdom
480	20130901	20130913	20130908	18156	1	98	10	SO65524	3	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Trisha	Zhang	F	M	High Wycombe	United Kingdom
528	20130901	20130913	20130908	15658	1	100	7	SO65525	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Victoria	Rogers	F	S	Metz	France
535	20130901	20130913	20130908	15658	1	100	7	SO65525	2	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GB	Victoria	Rogers	F	S	Metz	France
217	20130901	20130913	20130908	15658	1	100	7	SO65525	3	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, negro	Victoria	Rogers	F	S	Metz	France
529	20130901	20130913	20130908	19330	1	100	8	SO65526	1	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Johnny	Shen	M	S	München	Germany
539	20130901	20130913	20130908	19330	1	100	8	SO65526	2	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GM	Johnny	Shen	M	S	München	Germany
480	20130901	20130913	20130908	19330	1	100	8	SO65526	3	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Johnny	Shen	M	S	München	Germany
538	20130901	20130913	20130908	24696	1	100	8	SO65527	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Tasha	Xie	F	S	Berlin	Germany
480	20130901	20130913	20130908	24696	1	100	8	SO65527	2	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Tasha	Xie	F	S	Berlin	Germany
539	20130901	20130913	20130908	19470	1	98	10	SO65528	1	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GM	Kelli	Ye	F	S	West Sussex	United Kingdom
234	20130901	20130913	20130908	19470	1	98	10	SO65528	2	1	1	49,99	49,99	0	0	38,4923	38,4923	49,99	3,9992	1,2498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Jersey	Jersey con logotipo de manga larga, G	Kelli	Ye	F	S	West Sussex	United Kingdom
539	20130901	20130913	20130908	18033	1	100	8	SO65529	1	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GM	Evelyn	Patel	F	S	Solingen	Germany
536	20130901	20130913	20130908	12509	1	100	7	SO65530	1	1	1	29,99	29,99	0	0	11,2163	11,2163	29,99	2,3992	0,7498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GM	Marc	Ferrier	M	M	Drancy	France
528	20130901	20130913	20130908	12509	1	100	7	SO65530	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Marc	Ferrier	M	M	Drancy	France
480	20130901	20130913	20130908	12509	1	100	7	SO65530	3	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Marc	Ferrier	M	M	Drancy	France
538	20130901	20130913	20130908	21125	1	100	7	SO65531	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Bruce	Rana	M	S	Courbevoie	France
529	20130901	20130913	20130908	21125	1	100	7	SO65531	2	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Bruce	Rana	M	S	Courbevoie	France
480	20130901	20130913	20130908	21125	1	100	7	SO65531	3	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Bruce	Rana	M	S	Courbevoie	France
541	20130901	20130913	20130908	12652	1	98	10	SO65532	1	1	1	28,99	28,99	0	0	10,8423	10,8423	28,99	2,3192	0,7248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de paseo	Carolyn	Martin	F	M	London	United Kingdom
530	20130901	20130913	20130908	12652	1	98	10	SO65532	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de paseo	Carolyn	Martin	F	M	London	United Kingdom
487	20130901	20130913	20130908	12652	1	98	10	SO65532	3	1	1	54,99	54,99	0	0	20,5663	20,5663	54,99	4,3992	1,3748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Sistema de hidratación		Carolyn	Martin	F	M	London	United Kingdom
214	20130901	20130913	20130908	12652	1	98	10	SO65532	4	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, rojo	Carolyn	Martin	F	M	London	United Kingdom
225	20130901	20130913	20130908	12652	1	98	10	SO65532	5	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Gorra		Carolyn	Martin	F	M	London	United Kingdom
538	20130901	20130913	20130908	29472	1	98	7	SO65533	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Lacey	Sharma	F	M	Paris	France
529	20130901	20130913	20130908	29472	1	98	7	SO65533	2	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Lacey	Sharma	F	M	Paris	France
471	20130901	20130913	20130908	29472	1	98	7	SO65533	3	1	1	63,50	63,50	0	0	23,749	23,749	63,50	5,08	1,5875	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Camiseta	Camiseta clásica, P	Lacey	Sharma	F	M	Paris	France
529	20130901	20130913	20130908	23596	1	100	7	SO65534	1	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Katherine	Bradley	F	S	Paris	France
217	20130901	20130913	20130908	23596	1	100	7	SO65534	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, negro	Katherine	Bradley	F	S	Paris	France
538	20130901	20130913	20130908	29383	1	98	10	SO65535	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Kaitlin	Vance	F	S	Berkshire	United Kingdom
480	20130901	20130913	20130908	29383	1	98	10	SO65535	2	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Kaitlin	Vance	F	S	Berkshire	United Kingdom
530	20130901	20130913	20130908	27334	1	100	7	SO65536	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de paseo	Corey	Yuan	M	S	Suresnes	France
528	20130901	20130913	20130908	11680	1	100	1	SO65537	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Kaylee	Nelson	F	M	Redmond	United States
537	20130901	20130913	20130908	11680	1	100	1	SO65537	2	1	1	35,00	35,00	0	0	13,09	13,09	35,00	2,80	0,875	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GA	Kaylee	Nelson	F	M	Redmond	United States
528	20130901	20130913	20130908	12158	1	19	6	SO65538	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Kyle	Phillips	M	M	Sooke	Canada
537	20130901	20130913	20130908	12158	1	19	6	SO65538	2	1	1	35,00	35,00	0	0	13,09	13,09	35,00	2,80	0,875	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GA	Kyle	Phillips	M	M	Sooke	Canada
222	20130901	20130913	20130908	12158	1	19	6	SO65538	3	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, azul	Kyle	Phillips	M	M	Sooke	Canada
485	20130901	20130913	20130908	17360	1	19	6	SO65539	1	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Kyle	Lal	M	M	Port Hammond	Canada
228	20130901	20130913	20130908	17360	1	19	6	SO65539	2	1	1	49,99	49,99	0	0	38,4923	38,4923	49,99	3,9992	1,2498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Jersey	Jersey con logotipo de manga larga, P	Kyle	Lal	M	M	Port Hammond	Canada
593	20130901	20130913	20130908	16067	1	100	1	SO65540	1	1	1	564,99	564,99	0	0	308,2179	308,2179	564,99	45,1992	14,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 500, plateada, 44	Maria	Butler	F	S	Spokane	United States
485	20130901	20130913	20130908	16067	1	100	1	SO65540	2	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Maria	Butler	F	S	Spokane	United States
478	20130901	20130913	20130908	16067	1	100	1	SO65540	3	1	1	9,99	9,99	0	0	3,7363	3,7363	9,99	0,7992	0,2498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de montaña	Maria	Butler	F	S	Spokane	United States
477	20130901	20130913	20130908	16067	1	100	1	SO65540	4	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Maria	Butler	F	S	Spokane	United States
487	20130901	20130913	20130908	16067	1	100	1	SO65540	5	1	1	54,99	54,99	0	0	20,5663	20,5663	54,99	4,3992	1,3748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Sistema de hidratación		Maria	Butler	F	S	Spokane	United States
484	20130901	20130913	20130908	16067	1	100	1	SO65540	6	1	1	7,95	7,95	0	0	2,9733	2,9733	7,95	0,636	0,1988	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Limpiador	Lavado de bicicletas: disolvente	Maria	Butler	F	S	Spokane	United States
355	20130901	20130913	20130908	12904	1	100	4	SO65541	1	1	1	2319,99	2319,99	0	0	1265,6195	1265,6195	2319,99	185,5992	57,9998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, plateada, 42	Thomas	Jai	M	M	Chula Vista	United States
477	20130901	20130913	20130908	12904	1	100	4	SO65541	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Thomas	Jai	M	M	Chula Vista	United States
478	20130901	20130913	20130908	12904	1	100	4	SO65541	3	1	1	9,99	9,99	0	0	3,7363	3,7363	9,99	0,7992	0,2498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de montaña	Thomas	Jai	M	M	Chula Vista	United States
480	20130901	20130913	20130908	12904	1	100	4	SO65541	4	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Thomas	Jai	M	M	Chula Vista	United States
225	20130901	20130913	20130908	28548	1	100	8	SO65542	1	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Gorra		Krista	Ortega	F	S	Hamburg	Germany
568	20130901	20130913	20130908	28548	1	100	8	SO65542	2	1	1	742,35	742,35	0	0	461,4448	461,4448	742,35	59,388	18,5588	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 3000, amarilla, 44	Krista	Ortega	F	S	Hamburg	Germany
583	20130901	20130913	20130908	21193	1	6	9	SO65543	1	1	1	1700,99	1700,99	0	0	1082,51	1082,51	1700,99	136,0792	42,5248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 350 para mujer, amarilla, 48	Philip	Hernandez	M	M	North Ryde	Australia
479	20130901	20130913	20130908	21193	1	6	9	SO65543	2	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Philip	Hernandez	M	M	North Ryde	Australia
477	20130901	20130913	20130908	21193	1	6	9	SO65543	3	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Philip	Hernandez	M	M	North Ryde	Australia
225	20130901	20130913	20130908	21193	1	6	9	SO65543	4	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Gorra		Philip	Hernandez	M	M	North Ryde	Australia
388	20130901	20130913	20130908	26153	1	6	9	SO65544	1	1	1	1120,49	1120,49	0	0	713,0798	713,0798	1120,49	89,6392	28,0123	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 550 para mujer, amarilla, 44	Rebecca	Collins	F	M	Caloundra	Australia
491	20130901	20130913	20130908	26153	1	6	9	SO65544	2	1	1	53,99	53,99	0	0	41,5723	41,5723	53,99	4,3192	1,3498	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Jersey	Jersey clásico de manga corta, SG	Rebecca	Collins	F	M	Caloundra	Australia
388	20130901	20130913	20130908	25958	1	6	9	SO65545	1	1	1	1120,49	1120,49	0	0	713,0798	713,0798	1120,49	89,6392	28,0123	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 550 para mujer, amarilla, 44	Alfredo	Ortega	M	S	North Ryde	Australia
606	20130901	20130913	20130908	24247	1	6	9	SO65546	1	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 52	George	Sara	M	M	Findon	Australia
584	20130901	20130913	20130908	27598	1	6	9	SO65547	1	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 58	Marco	Gonzalez	M	S	Warrnambool	Australia
477	20130901	20130913	20130908	27598	1	6	9	SO65547	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Marco	Gonzalez	M	S	Warrnambool	Australia
479	20130901	20130913	20130908	27598	1	6	9	SO65547	3	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Marco	Gonzalez	M	S	Warrnambool	Australia
480	20130901	20130913	20130908	27598	1	6	9	SO65547	4	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara		Marco	Gonzalez	M	S	Warrnambool	Australia
471	20130901	20130913	20130908	27692	1	6	9	SO65548	1	1	1	63,50	63,50	0	0	23,749	23,749	63,50	5,08	1,5875	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Camiseta	Camiseta clásica, P	Isaac	Lopez	M	M	Hervey Bay	Australia
604	20130901	20130913	20130908	27692	1	6	9	SO65548	2	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 44	Isaac	Lopez	M	M	Hervey Bay	Australia
355	20130901	20130913	20130908	11038	1	6	9	SO65549	1	1	1	2319,99	2319,99	0	0	1265,6195	1265,6195	2319,99	185,5992	57,9998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, plateada, 42	Diana	Hernandez	F	M	Lavender Bay	Australia
573	20130901	20130913	20130908	26694	1	100	1	SO65550	1	1	1	2384,07	2384,07	0	0	1481,9379	1481,9379	2384,07	190,7256	59,6018	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 1000, azul, 46	Aaron	Hughes	M	S	Bellingham	United States
477	20130901	20130913	20130908	26694	1	100	1	SO65550	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Aaron	Hughes	M	S	Bellingham	United States
479	20130901	20130913	20130908	26694	1	100	1	SO65550	3	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Aaron	Hughes	M	S	Bellingham	United States
225	20130901	20130913	20130908	26694	1	100	1	SO65550	4	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Prenda	Gorra		Aaron	Hughes	M	S	Bellingham	United States
605	20130901	20130913	20130908	23510	1	100	4	SO65551	1	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 48	Morgan	Cooper	F	M	Concord	United States
477	20130901	20130913	20130908	23510	1	100	4	SO65551	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Morgan	Cooper	F	M	Concord	United States
479	20130901	20130913	20130908	23510	1	100	4	SO65551	3	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Morgan	Cooper	F	M	Concord	United States
606	20130901	20130913	20130908	23189	2	100	4	SO65552	1	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 52	Megan	Moore	F	M	Torrance	United States
538	20130901	20130913	20130908	23189	1	100	4	SO65552	2	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Megan	Moore	F	M	Torrance	United States
529	20130901	20130913	20130908	23189	1	100	4	SO65552	3	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Megan	Moore	F	M	Torrance	United States
214	20130901	20130913	20130908	23189	1	100	4	SO65552	4	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, rojo	Megan	Moore	F	M	Torrance	United States
390	20130901	20130913	20130908	21152	1	100	4	SO65553	1	1	1	1120,49	1120,49	0	0	713,0798	713,0798	1120,49	89,6392	28,0123	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 550 para mujer, amarilla, 48	Amanda	Hill	F	S	Glendale	United States
477	20130901	20130913	20130908	21152	1	100	4	SO65553	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-09-01 00:00:00.000	2013-09-13 00:00:00.000	2013-09-08 00:00:00.000	Accesorio	Portabotellas y botella		Amanda	Hill	F	S	Glendale	United States
